hodges_list,p_no,preferred_name,date,verbatim_name
7460,91a0166,Eupithecia maestosa (Hulst),1993-09-25,Eupithecia ?maestosa (Hulst)
7476,91a0186,Eupithecia misturata (Hulst),1993-06-14,Eupithecia misturata (Hulst)
7476,91a0186,Eupithecia misturata (Hulst),1993-06-30,Eupithecia misturata (Hulst)
7476,91a0186,Eupithecia misturata (Hulst),1993-08-22,Eupithecia misturata (Hulst)
7476,91a0186,Eupithecia misturata (Hulst),1993-09-03,Eupithecia misturata (Hulst)
7476,91a0186,Eupithecia misturata (Hulst),1993-09-25,Eupithecia misturata (Hulst)
7555,91a0256,Eupithecia zelmira Swett & Cassino,1993-02-24,Eupithecia zelmira Swett & Cassino
7557,91a0258,Eupithecia segregata Pearsall,1993-03-22,Eupithecia segregata Pack.
7587,91a0290,Eupithecia subapicata Guenée,1993-02-24,Eupithecia subapicata Gn.
7587,91a0290,Eupithecia subapicata Guenée,1993-03-22,Eupithecia subapicata Gn.
7591,91a0294,Eupithecia gilata Cassino,1993-02-24,Eupithecia gilata Cassino
7601,91a0304,Eupithcia nevadata Packard (or related species),1993-02-24,Euptithecia ?nevadata Pack. (not dissected)
7601,91a0304,Eupithcia nevadata Packard (or related species),1993-03-22,Euptithecia ?nevadata Pack. (not dissected)
7601,91a0304,Eupithcia nevadata Packard (or related species),1993-04-29,Euptithecia ?nevadata Pack. (not dissected)
7608,91a0314,Eupithecia mendicata Barnes & McDunnough and/or similar species,1993-04-29,Nasusina mendicata (B. & McD.)
7608,91a0314,Eupithecia mendicata Barnes & McDunnough and/or similar species,1993-05-22,Nasusina mendicata (B. & McD.)
7687,870003,Phyllodesma americana  (Harris),1993-02-24,Phyllodesma americana californica (Pack.)
7687,870003,Phyllodesma americana  (Harris),1993-03-22,Phyllodesma americana californica (Pack.)
7687,870003,Phyllodesma americana  (Harris),1993-05-22,Phyllodesma americana californica (Pack.)
7687,870003,Phyllodesma americana  (Harris),1993-06-14,Phyllodesma americana californica (Pack.)
7916,930047,Nadata oregonensis Butler and/or gibbosa (Smith),1993-09-03,Nadata oregonensis Butler (and/or gibbosa)
7937.1,930025.1,Furcula cinereoides (Dyar),1993-06-30,Furcula cinereoides Dyar
8007.1,93100.1,Coelodasys conspecta (Edwards),1993-07-20,Coelodasys (was Schizura) conspecta (G. & R.)
8309,930161,Orgyia vetusta Boisduval or similar species,1993-05-22,Orgyia cana Hy. Edw.
8309,930161,Orgyia vetusta Boisduval or similar species,1993-06-14,Orgyia cana Hy. Edw.
8309,930161,Orgyia vetusta Boisduval or similar species,1993-06-30,Orgyia cana Hy. Edw.
8322,930469,Idia americalis (Guenée),1993-07-20,Idia americalis (Guenee)
8439,930654,Phobolosia anfracta (Edwards),1993-05-22,Phobolosia anfracta (Hy. Edw.)
8439,930654,Phobolosia anfracta (Edwards),1993-06-14,Phobolosia anfracta (Hy. Edw.)
8472,930705,Hemeroplanis historialis (Grote),1993-06-30,Hemeroplanis finitima concoloralis B. & Benj.
8472,930705,Hemeroplanis historialis (Grote),1993-07-20,Hemeroplanis finitima concoloralis B. & Benj.
8472,930705,Hemeroplanis historialis (Grote),1993-08-22,Hemeroplanis finitima concoloralis B. & Benj.
8472,930705,Hemeroplanis historialis (Grote),1993-09-03,Hemeroplanis finitima concoloralis B. & Benj.
8472,930705,Hemeroplanis historialis (Grote),1993-09-25,Hemeroplanis finitima concoloralis B. & Benj.
8627,930899,Drasteria edwardsii (Behr),1993-04-29,Synedoida edwardsi (Behr)
8627,930899,Drasteria edwardsii (Behr),1993-05-22,Synedoida edwardsi (Behr)
8627,930899,Drasteria edwardsii (Behr),1993-07-20,Synedoida edwardsi (Behr)
8628,930900,Drasteria pallescens (Grote & Robinson),1993-07-20,Synedoida pallescens (G. & R.)
8628,930900,Drasteria pallescens (Grote & Robinson),1993-08-22,Synedoida pallescens (G. & R.)
8640,930913,Drasteria howlandii (Grote),1993-09-03,Synedoida tejonica (Behr)
8801a,930792b,Catocala ilia zoe Behr,1993-05-22,Catocala ilia zoe Behr
8861,930823,Catocala johnsoniana Brower,1993-06-14,Catocala johnsoniana Brower
8852,930838,Catocala verrilliana Grote,1993-06-30,C. verrilliana beutenmulleri B. & McD.
8852,930838,Catocala verrilliana Grote,1993-07-20,C. verrilliana beutenmulleri B. & McD.
8914,931193,Autographa californica (Speyer),1993-10-27,Autographa californica (Speyer)
8977,931144,Nycteola cinereana Neumoegen & Dyar,1993-09-03,Nycteola cinereana N. & D.
8983,931121,Meganola minuscula (Zeller),1993-02-24,Meganola fuscula (Grote)
8993,931133,Nola minna Butler,1993-03-22,Nola minna Butler
9076,930693,Eublemma minima (Guenée),1993-09-03,Eumicremma minima (Guenee)
9193e,931412f,Raphia frater cinderella Smith,1993-04-29,Raphia cinderella Smith
9193e,931412f,Raphia frater cinderella Smith,1993-05-22,Raphia cinderella Smith
9193e,931412f,Raphia frater cinderella Smith,1993-06-30,Raphia cinderella Smith
9193e,931412f,Raphia frater cinderella Smith,1993-09-03,Raphia cinderella Smith
9256,931419.78,Acronicta marmorata (Smith),1993-08-22,Acronicta sp. 1 (?marmorata)
9256,931419.78,Acronicta marmorata (Smith),1993-09-03,Acronicta sp. 1 (?marmorata)
9268,931482,Acronicta perdita (Grote),1993-04-29,Acronicta sp. 2 (?perdita)
9290,932198,"""Cryphia"" oaklandiae (Barnes & McDunnough)",1993-09-25,"""Cryphia' oaklandae (B. & McD.)"
9291,932199,"""Cryphia"" nana (Barnes & McDunnough)",1993-09-25,"""Cryphia"" nana (B. & McD.)"
9357,932318,Apamea cinefacta (Grote),1993-04-29,Apamea cinefacta (Grt.)
9403,932749.5,Viridiseptis marina (Grote),1993-04-29,Viridiseptis marina (Grt.)
9403,932749.5,Viridiseptis marina (Grote),1993-05-22,Viridiseptis marina (Grt.)
9403,932749.5,Viridiseptis marina (Grote),1993-06-14,Viridiseptis marina (Grt.)
9529,932628,Aseptis perfumosa (Hampson),1993-04-29,Aseptis perfumosa (Hamp.)
9529,932628,Aseptis perfumosa (Hampson),1993-05-22,Aseptis perfumosa (Hamp.)
9529,932628,Aseptis perfumosa (Hampson),1993-06-14,Aseptis perfumosa (Hamp.)
9531,932630,Aseptis ethnica (Smith),1993-07-20,Aseptis ethnica (Smith)
9531.1,932631,Aseptis fanatica Mustelin,1993-06-14,Aseptis fanatica Mustelin
9532,932634,Aseptis binotata (Walker),1993-05-22,Aseptis binotata (Wlk.)
9559,932386,"""Oligia"" divesta (Grote)",1993-06-30,Chytonix divesta (Grote)
9559,932386,"""Oligia"" divesta (Grote)",1993-07-20,Chytonix divesta (Grote)
9570,932684,Andropolia aedon (Grote),1993-06-14,Andropolia aedon (Grote)
9588,932249.41,Properigea albimacula (Barnes & McDunnough),1993-08-22,Properigea albimacula (B. & McD.)
9594,932249.47,Properigea suffusa (Barnes & McDunnough),1993-09-03,Properigea suffusa rigida (B. & McD.)
9594,932249.47,Properigea suffusa (Barnes & McDunnough),1993-09-25,Properigea suffusa rigida (B. & McD.)
9600,932249.63,Pseudobryomima fallax (Hampson),1993-03-22,Pseudobryomima fallax (Hamp.)
9600,932249.63,Pseudobryomima fallax (Hampson),1993-04-29,Pseudobryomima fallax (Hamp.)
9665,932215,Spodoptera exigua (Hübner),1993-08-22,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),1993-09-03,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),1993-09-25,Spodoptera exigua (Huebner)
9665,932215,Spodoptera exigua (Hübner),1993-10-27,Spodoptera exigua (Huebner)
9694,931993,Condica mersa (Morrison),1993-03-22,Draudtia lunata (B. & McD.)
9815,932672,Cosmia calami (Harvey),1993-06-14,Cosmia calami (Harvey)
9816,932673,Zotheca tranquilla Grote,1993-05-22,Zotheca tranquila Grote
9816,932673,Zotheca tranquilla Grote,1993-06-14,Zotheca tranquila Grote
9953,932610,Mesogona olivata (Harvey),1993-09-25,Pseudoglaea olivata (Harv.)
10009,931565,Feralia februalis Grote,1993-02-24,Feralia februalis Grote
10009,931565,Feralia februalis Grote,1993-03-22,Feralia februalis Grote
10270,932924.52,Admetovis similaris Barnes,1993-04-29,Admetovis similaris Barnes
10282,933143,"""Orthodes"" noverca (Grote)",1993-04-29,Polia noverca (Grt.)
10371,933018,Lacinipolia cuneata (Grote),1993-04-29,Lacinipolia cuneata (Grt.)
10415,933069,Lacinipolia strigicollis (Wallengren),1993-08-22,Lacinipolia strigicollis (Wallgr.)
10415,933069,Lacinipolia strigicollis (Wallengren),1993-09-03,Lacinipolia strigicollis (Wallgr.)
10438,932935,Mythimna unipuncta (Haworth),1993-06-30,Pseudaletia unipuncta (Haw.)
10451,932952,Leucania oaxacana Schaus,1993-09-25,Leucania oaxacana Schaus
10470,932755,Acerra normalis Grote,1993-03-22,Acerra normalis Grote
10477,932762,Orthosia erythrolita (Grote),1993-03-22,Orthosia erythrolita (Grote)
10482,932767,Orthosia ferrigera (Smith),1993-03-22,Orthosia ferrigera (Smith)
10494,932777,Orthosia pacifica (Harvey),1993-02-24,Orthosia pacifica (Harvey)
10495,932778,Orthosia hibisci (Guenée),1993-02-24,O. hibisci quinquefasciata (Sm.)
10505,932788,Egira hiemalis (Grote),1993-02-24,Egira hiemalis (Grote)
10508,932791,Egira crucialis (Harvey),1993-02-24,Egira crucialis (Harvey)
10510,932793,Egira februalis (Barnes & McDunnough),1993-02-24,Egira februalis (B. & McD.)
10511,932794,Egira curialis (Grote),1993-02-24,Egira curialis (Grote)
10511,932794,Egira curialis (Grote),1993-03-22,Egira curialis (Grote)
10533,933090,Homorthodes communis (Dyar),1993-08-22,Homorthodes communis (Dyar)
10539,933096,Homorthodes hanhami (Barnes & McDunnough),1993-06-14,Homorthodes hanhami (B. & McD.)
10915,933211,Peridroma saucia (Hübner),1993-03-22,Peridroma saucia (Huebner)
10991,933641,Adelphagrotis indeterminata (Walker),1993-09-03,Adelphagrotis indeterminata innotabilis (Grt.)
10991,933641,Adelphagrotis indeterminata (Walker),1993-09-25,Adelphagrotis indeterminata innotabilis (Grt.)
11018,933653,Abagrotis trigona (Smith),1993-08-22,Abagrotis trigona (Smith)
11037,933654,Abagrotis apposita (Grote),1993-08-22,Abagrotis apposita (Grote)
NA,933647,Parabagrotis (unidentified),1993-09-03,Parabagrotis sp.
NA,933647,Parabagrotis (unidentified),1993-09-25,Parabagrotis sp.
NA,933647,Parabagrotis (unidentified),1993-10-27,Parabagrotis sp.
329.1,NA,Amydria n. sp.,1994-05-24,Amydria californica Davis (MS)
357,300075.5,Acrolophus kearfotti (Dyar),1994-06-30,Acrolophus kearfotti (Dyar)
357,300075.5,Acrolophus kearfotti (Dyar),1994-08-04,Acrolophus kearfotti (Dyar)
359,300079,Acrolophus laticapitana (Walsingham),1994-06-30,Acrolophus laticapitanus (Wlsm.)
359,300079,Acrolophus laticapitana (Walsingham),1994-08-04,Acrolophus laticapitanus (Wlsm.)
466,36a0002,Bedellia somnulentella (Zeller),1994-08-30,Bedellia somnulentella (Zell.)
630B,33a0214.1,Caloptilia sp./spp. B,1994-08-04,Caloptilia rhoifoliella (Chambers)
979,59a0186,Ethmia arctostaphylella (Walsingham),1994-03-02,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1994-05-24,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1994-06-30,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1994-08-30,Ethmia arctostaphylella (Wlsm.)
979,59a0186,Ethmia arctostaphylella (Walsingham),1994-09-15,Ethmia arctostaphylella (Wlsm.)
980,59a0187,Ethmia discostrigella (Chambers),1994-04-13,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1994-05-24,Ethmia discostrigella (Cham.)
980,59a0187,Ethmia discostrigella (Chambers),1994-08-04,Ethmia discostrigella (Cham.)
1133,59a0006,Symmoca signatella (Herrich-Schäffer),1994-08-30,Symmoca signatella (H.-S.)
1255,59a1628.1,Coleophora sacramenta Heinrich or similar species,1994-09-15,Coleophora sacramenta Heinr. (was sp. #9)
1259,59a1561.1,Coleophora discostriata Walsingham,1994-08-04,Coleophora discostriata Wlsm. (was sp. #2)
1289,59a1510.1,Coleophora accordella Walsingham,1994-05-24,Coleophora accordella Wlsm.
1302.0999999999999,NA,Coleophora n. sp. nr. granifera (was sp. 7),1994-04-13,Coleophora n. sp. nr. granifera (was sp. 7)
1398H,NA,"Coleophora sp. 8 (small, gray-brn, wh specks)",1994-05-24,"Coleophora sp. 8 (small, gray-brn, wh specks)"
1532,59a0418,Anoncia fasciata (Walsingham),1994-05-24,Anoncia fasciata (Wlsm.) or slales Hodges
1593,59a0299,Stilbosis dulcedo (Hodges),1994-08-04,Stilbosis dulcedo (Hodges)
1593,59a0299,Stilbosis dulcedo (Hodges),1994-08-30,Stilbosis dulcedo (Hodges)
1615,59a0321,Walshia miscecolorella (Chambers),1994-08-04,Walshia miscecolorella (Chambers)
1615,59a0321,Walshia miscecolorella (Chambers),1994-08-30,Walshia miscecolorella (Chambers)
1615,59a0321,Walshia miscecolorella (Chambers),1994-09-15,Walshia miscecolorella (Chambers)
1764B,59a0673.2,Aristotelia sp. 2,1994-06-30,Aristotelia ?adenostomae Keif. [sp. 2]
1764B,59a0673.2,Aristotelia sp. 2,1994-08-04,Aristotelia ?adenostomae Keif. [sp. 2]
1742J,NA,Aristotelia sp. 10  [=4?],1994-08-30,Aristotelia sp. 10
1764G,NA,Aristotelia sp. 7 (on Rhus),1994-03-02,Aristotelia sp. 7
1764G,NA,Aristotelia sp. 7 (on Rhus),1994-06-30,Aristotelia sp. 7
1764G,NA,Aristotelia sp. 7 (on Rhus),1994-08-04,Aristotelia sp. 7
1742J,NA,Aristotelia sp. 10  [=4?],1994-08-04,Aristotelia sp. 10
1769,59a1170.6,Agnippe laudatella (Walsingham),1994-04-13,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1994-06-30,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1994-08-30,Evippe laudatella (Wlsm.)
1769,59a1170.6,Agnippe laudatella (Walsingham),1994-09-15,Evippe laudatella (Wlsm.)
1786X,59a0704.9,Recurvaria n. sp.,1994-06-30,"Recurvaria ""glinax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,1994-08-04,"Recurvaria ""glinax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,1994-08-30,"Recurvaria ""glinax"" Hodges MS."
1786X,59a0704.9,Recurvaria n. sp.,1994-09-15,"Recurvaria ""glinax"" Hodges MS."
NA,NA,Leucogoniella californica or distincta,1994-08-04,Leucogoniella californica or distincta
NA,NA,Leucogoniella californica or distincta,1994-08-30,Leucogoniella californica or distincta
1879,59a0792,Xenolechia querciphaga Keifer and/or similar species,1994-05-24,Xenolechia querciphaga Keif.
1880X,NA,"Xenolechia ""staspa"" Hodges MS.",1994-05-24,"Xenolechia ""staspa"" Hodges MS."
1882,59a0787.8,Teleiopsis baldiana (Barnes & Busck),1994-05-24,Teleiopsis baldiana (B. & Bsk.)
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1994-05-24,"Bryotropha sp. (small, mottled gray)"
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1994-08-04,"Bryotropha sp. (small, mottled gray)"
1923.1,59a0686,Bryotropha hodgesi Rutten & Karsholt,1994-08-30,"Bryotropha sp. (small, mottled gray)"
1967B,NA,"Gelechia sp. 2 (large, mottled gray)",1994-08-04,"Gelechia sp. (large, mottled gray)"
2017,59a1284,Scrobipalpula lutescella (Clarke),1994-06-30,Scrobipalpula lutescella (Clarke)
2047.1,59a1345,Keiferia elmorei (Keifer),1994-08-04,Keiferia elmorei Keif.
2058,59a0977,Chionodes acrina (Keifer),1994-08-30,Chionodes acrina (Keifer)
2065,59a1070,Chionodes braunella (Keifer),1994-08-30,Chionodes braunella (Keifer)
2085.1999999999998,59a0924,Chionodes johnstoni Clarke,1994-06-30,Chionodes johnstoni Clarke
2085.1999999999998,59a0924,Chionodes johnstoni Clarke,1994-08-04,Chionodes johnstoni Clarke
2114.1,59a0962,Chionodes lector Hodges,1994-06-30,Chionodes lector Hodges
2102,59a0957,Chionodes ochreostrigella (Chambers),1994-05-24,Chionodes ochreostrigella (Chambers)
2120.1999999999998,59a0985,Chionodes restio Hodges,1994-06-30,Chionodes restio Hodges
2120.1999999999998,59a0985,Chionodes restio Hodges,1994-08-04,Chionodes restio Hodges
2120,59a0974,Chionodes trichostola (Meyrick),1994-06-30,Chionodes trichostola (Meyr.)
2181A,NA,Filatima sp/spp. (brown & gray),1994-08-04,Filatima sp./spp. (brown and grey)
2181A,NA,Filatima sp/spp. (brown & gray),1994-08-30,Filatima sp./spp. (brown and grey)
2186B,59a1155.2,"Aroga  sp. 2 (large, reddish brn, w.brn. spots and margin; alleriella-type genitalia)",1994-08-30,Aroga sp. 2 (reddish brown)
2221,59a0462,Aproaerema nigrella (Chambers),1994-08-04,Syncopacma nigrella (Chambers)
2221,59a0462,Aproaerema nigrella (Chambers),1994-08-30,Syncopacma nigrella (Chambers)
2294,59a0542,Dichomeris delotella Busck,1994-05-24,Dichomeris delotella Busck
2294,59a0542,Dichomeris delotella Busck,1994-08-04,Dichomeris delotella Busck
2222A,59a0463.1,Aproaerema sp 1 (black),1994-08-04,"gelechiid sp. 1, small, black narrow wings"
2365,36a0173,Eidophasia vanella (Walsingham),1994-05-24,Plutella vanella Wlsm.
2372,36a0147,Ypsolopha cervella (Walsingham),1994-05-24,Ypsolopha cervella (Wlsm.)
2372,36a0147,Ypsolopha cervella (Walsingham),1994-06-30,Ypsolopha cervella (Wlsm.)
2432,36a0133,Zelleria semitincta Meyrick,1994-05-24,"""Zelleria"" n. sp."
2432,36a0133,Zelleria semitincta Meyrick,1994-08-04,"""Zelleria"" n. sp."
2432,36a0133,Zelleria semitincta Meyrick,1994-08-30,"""Zelleria"" n. sp."
2896,51a0725,Retinia sabiniana (Kearfott),1994-08-30,Petrova sabiniana (Kft.)
3141,51a0955.1,Pelochrista canana (Walsingham),1994-05-24,Pelochrista (?)metariana (Heinrich)
3141,51a0955.1,Pelochrista canana (Walsingham),1994-06-30,Pelochrista (?)metariana (Heinrich)
3256,51a1163,Pseudexentera habrosana (Heinrich),1994-03-02,Pseudexentera habrosana (Heinrich)
3285a,51a1198b,Epinotia pulsatillana siskiyouensis Heinrich,1994-09-15,Epinotia siskiyouensis Heinrich
3323,51a1235,Epinotia emarginana (Walsingham),1994-03-02,Epinotia emarginana (Wlsm.)
3323,51a1235,Epinotia emarginana (Walsingham),1994-05-24,Epinotia emarginana (Wlsm.)
3389,51a0679,Hystrichophora leonana Walsingham,1994-05-24,Hystrichophora leonana Wlsm.
3389,51a0679,Hystrichophora leonana Walsingham,1994-06-30,Hystrichophora leonana Wlsm.
3494,51a1383,Cydia latiferreana (Walsingham),1994-08-04,Cydia latiferreana (Wlsm.)
3494,51a1383,Cydia latiferreana (Walsingham),1994-08-30,Cydia latiferreana (Wlsm.)
3648,51a0323,Archips argyrospila (Walker),1994-05-24,Archips argyrospila columbiana (McD.)
3688,51a0364,Clepsis peritana (Clemens),1994-05-24,Ptycholoma peritana (Clem.)
3714,51a0406,Sparganothis senecionana (Walsingham),1994-05-24,Sparganothis senecionana (Wlsm.)
3768A,NA,Saphenista sp. #1,1994-06-30,Saphenista sp. #1
4722,80a1375,Eudonia rectilinea (Zeller),1994-05-24,Eudonia rectilinea (Zell.)
4722,80a1375,Eudonia rectilinea (Zeller),1994-06-30,Eudonia rectilinea (Zell.)
4735a,80a1388b,Eudonia echo gartrelli Munroe,1994-08-30,Eudonia echo gartrelli Munr.
4735a,80a1388b,Eudonia echo gartrelli Munroe,1994-09-15,Eudonia echo gartrelli Munr.
NA,NA,Petrophila jalicalis or confusalis (not det.),1994-06-30,Petrophila confusalis or jaliscalis (undetermined)
NA,NA,Petrophila jalicalis or confusalis (not det.),1994-08-04,Petrophila confusalis or jaliscalis (undetermined)
NA,NA,Petrophila jalicalis or confusalis (not det.),1994-08-30,Petrophila confusalis or jaliscalis (undetermined)
NA,NA,Petrophila jalicalis or confusalis (not det.),1994-09-15,Petrophila confusalis or jaliscalis (undetermined)
5030,80a0798,Pyrausta morenalis (Dyar),1994-04-13,Pyrausta ?morenalis (Dyar)
5030,80a0798,Pyrausta morenalis (Dyar),1994-05-24,Pyrausta ?morenalis (Dyar)
5080,80a0878,Udea profundalis (Packard),1994-08-04,Udea profundalis Pack.
5080,80a0878,Udea profundalis (Packard),1994-08-30,Udea profundalis Pack.
5107,80a0904,Lineodes integra (Zeller),1994-08-04,Lineodes integra (Zell.)
5129,80a0852,Choristostigma zephyralis (Barnes & McDunnough),1994-05-24,Choristostigma zephyralis (B. & McD.)
5132,80a0855,Choristostigma elegantalis Warren,1994-05-24,Choristostigma elegantalis Warr.
5137,80a1089,Mecyna mustelinalis (Packard),1994-06-30,Mecyna mustelinalis (Pack.)
5139,80a1092,Mimorista subcostalis (Hampson),1994-06-30,Mimorista subcostalis (Hamp.)
5139,80a1092,Mimorista subcostalis (Hampson),1994-08-04,Mimorista subcostalis (Hamp.)
5567,80a0032,Arta epicoenalis Ragonot,1994-06-30,Arta epicoenalis Rag.
5585,80a0627,Toripalpus trabalis Grote,1994-08-04,Jocara trabilis (Grote)
5585,80a0627,Toripalpus trabalis Grote,1994-09-15,Jocara trabilis (Grote)
5622,80a0041,Galleria mellonella (Linnaeus),1994-09-15,Galleria mellonella (L.)
5637,80a0058,Cacotherapia angulalis (Barnes & McDunnough) or similar species,1994-06-30,Macrotheca (?)angulalis B. & McD.
5655,80a0076,Acrobasis tricolorella Grote,1994-06-30,Acrobasis tricolorella Grote
5655,80a0076,Acrobasis tricolorella Grote,1994-08-04,Acrobasis tricolorella Grote
5656,80a0077,Acrobasis comptella Ragonot,1994-06-30,Acrobasis comptella Rag.
5695,80a0112,Acrobasis caliginella (Hulst),1994-08-04,Trachycera caliginella (Hulst)
5730,80a0439,Dasypyga alternosquamella Ragonot,1994-08-30,Dasypyga alternosquamella Rag.
5777.1,80a0257,Quasisalebria occidentalis (Neunzig),1994-06-30,Salebriaria occidentalis Neunzig
5777.1,80a0257,Quasisalebria occidentalis (Neunzig),1994-08-04,Salebriaria occidentalis Neunzig
5918,80a0464,Ancylosis undulatella (Clemens),1994-08-30,Hulstia undulatella (Clem.)
5935,80a0548,Homoeosoma electella (Hulst),1994-09-15,Homeosoma electellum (Hulst)
